,Nº de producto,Estado,Disponible para la venta,Disponible para la compra,Disponible para integrar otros productos,Compuesto por otros productos,Rubro,Nombre,codigo,Código universal de producto (UPC),Código de proveedor,Stock actual,Stock ideal,Stock mínimo,Unidad,Alicuota de IVA,Proveedor,Costo ($),Utilidad (%),Precio ($),Unnamed: 20,Unnamed: 21,Unnamed: 22,Precio Final ($),Controla stock,Stock negativo,Mostrar en tienda,Nº de publicación en MercadoLibre,Nº de publicación adicional en MercadoLibre,Descripción,Descripción para la tienda,Observaciones Internas
92,93,Habilitado,SI,SI,NO,NO,,"NIPLE REF.  3/4"" x   20 cm. PP",N2034,',',0,0,0,unidad,0.21,CAVALLFER,0,0,280.9917355,344.93231025,,340.0,340,SI,SI,NO,0.0,0.0,,,
93,94,Habilitado,SI,SI,NO,NO,,"NIPLE REF.  3/4"" x   6 cm. PP",N634,',',0,0,0,unidad,0.21,CAVALLFER,0,0,82.6446281,101.46811949999999,,100.0,100,SI,SI,NO,0.0,0.0,,,
94,95,Habilitado,SI,SI,NO,NO,,"NIPLE REF.  3/4"" x  8 cm. PP",N834,',',0,0,0,unidad,0.21,CAVALLFER,0,0,90.90909091,108.3680235,,110.0,110,SI,SI,NO,0.0,0.0,,,
95,96,Habilitado,SI,SI,NO,NO,,"NIPLE REF.  3/4"" x 10 cm. PP",N1034,',',0,0,0,unidad,0.21,CAVALLFER,0,0,165.2892562,195.21876825,,200.0,200,SI,SI,NO,0.0,0.0,,,
96,97,Habilitado,SI,SI,NO,NO,,"NIPLE REF.  3/4"" x 12 cm. PP",N1234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,190.0826446,232.9616025,,230.0,230,SI,SI,NO,0.0,0.0,,,
97,98,Habilitado,SI,SI,NO,NO,,"NIPLE REF.  3/4"" x 15 cm. PP",N1534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,223.1404959,273.55244400000004,,270.0,270,SI,SI,NO,0.0,0.0,,,
98,99,Habilitado,SI,SI,NO,NO,,"NIPLE REF. 1"" x   20 cm. PP ",N201,',',0,0,0,unidad,0.21,CAVALLFER,0,0,380.1652893,458.23268699999994,,460.0,460,SI,SI,NO,0.0,0.0,,,
99,100,Habilitado,SI,SI,NO,NO,,"NIPLE REF. 1"" x   6 cm. PP",N61,',',0,0,0,unidad,0.21,CAVALLFER,0,0,181.8181818,222.41409299999995,,220.0,220,SI,SI,NO,0.0,0.0,,,
100,101,Habilitado,SI,SI,NO,NO,,"NIPLE REF. 1"" x  8 cm. PP",N81,',',0,0,0,unidad,0.21,CAVALLFER,0,0,223.1404959,271.11771225,,270.0,270,SI,SI,NO,0.0,0.0,,,
101,102,Habilitado,SI,SI,NO,NO,,"NIPLE REF. 1"" x 10 cm. PP",N101,',',0,0,0,unidad,0.21,CAVALLFER,0,0,223.1404959,273.95673525,,270.0,270,SI,SI,NO,0.0,0.0,,,
102,103,Habilitado,SI,SI,NO,NO,,"NIPLE REF. 1"" x 12 cm. PP",N121,',',0,0,0,unidad,0.21,CAVALLFER,0,0,247.9338843,298.30405275,,300.0,300,SI,SI,NO,0.0,0.0,,,
103,104,Habilitado,SI,SI,NO,NO,,"NIPLE REF. 1"" x 15 cm. PP",N151,',',0,0,0,unidad,0.21,CAVALLFER,0,0,297.5206612,360.4031887499999,,360.0,360,SI,SI,NO,0.0,0.0,,,
104,105,Habilitado,SI,SI,NO,NO,,"TAPA RH  REF.  1/2"" PP",TH12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,57.85123967,74.677086,,70.0,70,SI,SI,NO,0.0,0.0,,,
105,106,Habilitado,SI,SI,NO,NO,,"TAPA RH REF.  3/4"" PP",TH34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,74.38016529,90.10304325,,90.0,90,SI,SI,NO,0.0,0.0,,,
106,107,Habilitado,SI,SI,NO,NO,,"TAPA RH REF. 1"" PP",TH1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,90.90909091,107.55045674999998,,110.0,110,SI,SI,NO,0.0,0.0,,,
107,108,Habilitado,SI,SI,NO,NO,,"TAPON RM REF.   1/2"" PP",TM12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,49.58677686,56.412105749999995,,60.0,60,SI,SI,NO,0.0,0.0,,,
108,109,Habilitado,SI,SI,NO,NO,,"TAPON RM REF.  3/4"" PP",TM34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,49.58677686,64.1295765,,60.0,60,SI,SI,NO,0.0,0.0,,,
109,110,Habilitado,SI,SI,NO,NO,,"TAPON RM REF. 1"" PP",TM1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,66.11570248,84.8292885,,80.0,80,SI,SI,NO,0.0,0.0,,,
110,111,Habilitado,SI,SI,NO,NO,,"TEE RED. RHHH REF.   3/4"" a 1/2"" PP",TR3412,',',0,0,0,unidad,0.21,CAVALLFER,0,0,181.8181818,224.031258,,220.0,220,SI,SI,NO,0.0,0.0,,,
111,112,Habilitado,SI,SI,NO,NO,,"TEE RED. RHHH REF.  1"" a 1/2"" PP",TR112,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,691.9938877499999,,690.0,690,SI,SI,NO,0.0,0.0,,,
112,113,Habilitado,SI,SI,NO,NO,,"TEE RED. RHHH REF. 1"" a 3/4"" PP",TR134,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,691.9938877499999,,690.0,690,SI,SI,NO,0.0,0.0,,,
113,114,Habilitado,SI,SI,NO,NO,,TEE RHHH  REF.   1/2 PP,TE12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,140.4958678,169.24530149999998,,170.0,170,SI,SI,NO,0.0,0.0,,,
114,115,Habilitado,SI,SI,NO,NO,,TEE RHHH  REF.  3/4 PP,TE34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,181.8181818,222.41409299999995,,220.0,220,SI,SI,NO,0.0,0.0,,,
115,116,Habilitado,SI,SI,NO,NO,,"TEE RHHH  REF. 1"" PP",TE1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,305.785124,374.607288,,370.0,370,SI,SI,NO,0.0,0.0,,,
116,117,Habilitado,SI,SI,NO,NO,,"UNION DOBLE RHH REF.   1/2"" C/JUNTA PP",UD12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,280.9917355,335.64259574999994,,340.0,340,SI,SI,NO,0.0,0.0,,,
117,118,Habilitado,SI,SI,NO,NO,,"UNION DOBLE RHH REF.  3/4"" C/JUNTA PP",UD34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,305.785124,372.5768475,,370.0,370,SI,SI,NO,0.0,0.0,,,
118,119,Habilitado,SI,SI,NO,NO,,"UNION DOBLE RHH REF. 1"" C/ JUNTA PP",UD1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,520.661157,630.299043,,630.0,630,SI,SI,NO,0.0,0.0,,,
119,120,Habilitado,SI,SI,NO,NO,,BUJE REDUCCION FUSION  25 X 20 PP,BRF2520,',',0,0,0,unidad,0.21,CAVALLFER,0,0,140.4958678,170.017947,,170.0,170,SI,SI,NO,0.0,0.0,,,
120,121,Habilitado,SI,SI,NO,NO,,BUJE REDUCCION FUSION  32 X  20 PP,BRF3220,',',0,0,0,unidad,0.21,CAVALLFER,0,0,173.553719,213.95092949999997,,210.0,210,SI,SI,NO,0.0,0.0,,,
121,122,Habilitado,SI,SI,NO,NO,,BUJE REDUCCION FUSION 32 X 25 PP,BRF3225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,214.8760331,258.82725825,,260.0,260,SI,SI,NO,0.0,0.0,,,
122,123,Habilitado,SI,SI,NO,NO,,CODO 45¦ FUSION 20 mm,CF4520,',',0,0,0,unidad,0.21,CAVALLFER,0,0,223.1404959,268.62009075,,270.0,270,SI,SI,NO,0.0,0.0,,,
123,124,Habilitado,SI,SI,NO,NO,,CODO 45¦ FUSION 25 mm,CF4525,',',0,0,0,unidad,0.21,CAVALLFER,0,0,280.9917355,339.96402,,340.0,340,SI,SI,NO,0.0,0.0,,,
124,125,Habilitado,SI,SI,NO,NO,,CODO 45¦ FUSION 32 mm,CF4532,',',0,0,0,unidad,0.21,CAVALLFER,0,0,421.4876033,509.9639985,,510.0,510,SI,SI,NO,0.0,0.0,,,
125,126,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION 20 mm,CF9020,',',0,0,0,unidad,0.21,CAVALLFER,0,0,99.17355372,118.87061175,,120.0,120,SI,SI,NO,0.0,0.0,,,
126,127,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION 25 mm,CF9025,',',0,0,0,unidad,0.21,CAVALLFER,0,0,157.0247934,193.72738274999998,,190.0,190,SI,SI,NO,0.0,0.0,,,
127,128,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION 32 mm,CF9032,',',0,0,0,unidad,0.21,CAVALLFER,0,0,239.6694215,287.3342835,,290.0,290,SI,SI,NO,0.0,0.0,,,
128,129,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. HEMBRA 20 mm x 1/2,COFH2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,719.0082645,873.0355095,,870.0,870,SI,SI,NO,0.0,0.0,,,
129,130,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. HEMBRA 25 mm x 1/2,COFH2512,',',0,0,0,unidad,0.21,CAVALLFER,0,0,975.2066116,1183.4233785000001,,1180.0,1180,SI,SI,NO,0.0,0.0,,,
130,131,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. HEMBRA 25 mm x 3/4,COFH2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1041.322314,1257.0762599999998,,1260.0,1260,SI,SI,NO,0.0,0.0,,,
131,132,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. HEMBRA 32 mm x  3/4,COFH3234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1636.363636,1975.0795515,,1980.0,1980,SI,SI,NO,0.0,0.0,,,
132,133,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. HEMBRA 32 mm x 1,COFH321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1942.14876,2354.9336415,,2350.0,2350,SI,SI,NO,0.0,0.0,,,
133,134,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. MACHO 20 mm x 1/2,COFM2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,826.446281,1003.7383785,,1000.0,1000,SI,SI,NO,0.0,0.0,,,
134,135,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. MACHO 25 mm x 1/2,COFM2512,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1132.231405,1368.3192435,,1370.0,1370,SI,SI,NO,0.0,0.0,,,
135,136,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. MACHO 25 mm x 3/4,COFM2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1173.553719,1416.6545084999998,,1420.0,1420,SI,SI,NO,0.0,0.0,,,
136,137,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. MACHO 32 mm x  3/4,COFM3234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1752.066116,2117.5607722499994,,2120.0,2120,SI,SI,NO,0.0,0.0,,,
137,138,Habilitado,SI,SI,NO,NO,,CODO 90¦ FUSION INS. MET. MACHO 32 mm x 1,COFM321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2214.876033,2684.34116775,,2680.0,2680,SI,SI,NO,0.0,0.0,,,
138,139,Habilitado,SI,SI,NO,NO,,CUPLA FUSION 20 mm,CF20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,74.38016529,88.476894,,90.0,90,SI,SI,NO,0.0,0.0,,,
139,140,Habilitado,SI,SI,NO,NO,,CUPLA FUSION 25 mm,CF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,115.7024793,139.52540249999998,,140.0,140,SI,SI,NO,0.0,0.0,,,
140,141,Habilitado,SI,SI,NO,NO,,CUPLA FUSION 32 mm,CF32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,157.0247934,193.8262095,,190.0,190,SI,SI,NO,0.0,0.0,,,
141,142,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. HEMBRA 20 mm x  3/8,CFH2038,',',0,0,0,unidad,0.21,CAVALLFER,0,0,644.6280992,784.971891,,780.0,780,SI,SI,NO,0.0,0.0,,,
142,143,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. HEMBRA 20 mm x 1/2,CFH2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,652.892562,788.3589532499999,,790.0,790,SI,SI,NO,0.0,0.0,,,
143,144,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. HEMBRA 25 mm x 1/2,CFH2512,',',0,0,0,unidad,0.21,CAVALLFER,0,0,842.9752066,1016.6307772499999,,1020.0,1020,SI,SI,NO,0.0,0.0,,,
144,145,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. HEMBRA 25 mm x 3/4,CFH2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,950.4132231,1150.1457165,,1150.0,1150,SI,SI,NO,0.0,0.0,,,
145,146,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. HEMBRA 32 mm x  3/4,CFH3234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1520.661157,1836.28187325,,1840.0,1840,SI,SI,NO,0.0,0.0,,,
146,147,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. HEMBRA 32 mm x 1,CFH321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1892.561983,2288.0908215000004,,2290.0,2290,SI,SI,NO,0.0,0.0,,,
147,148,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. MACHO 20 mm x 1/2,CFM2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,834.7107438,1008.07777125,,1010.0,1010,SI,SI,NO,0.0,0.0,,,
148,149,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. MACHO 20 mm x 3/4,CFM2034,',',0,0,0,unidad,0.21,CAVALLFER,0,0,975.2066116,1178.194545,,1180.0,1180,SI,SI,NO,0.0,0.0,,,
149,150,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. MACHO 25 mm x 1/2,CFM2512,',',0,0,0,unidad,0.21,CAVALLFER,0,0,909.0909091,1099.1421292500002,,1100.0,1100,SI,SI,NO,0.0,0.0,,,
150,151,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. MACHO 25 mm x 3/4,CFM2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1090.909091,1319.5886715,,1320.0,1320,SI,SI,NO,0.0,0.0,,,
151,152,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. MACHO 32 mm x  3/4,CFM3234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1669.421488,2024.48394225,,2020.0,2020,SI,SI,NO,0.0,0.0,,,
152,153,Habilitado,SI,SI,NO,NO,,CUPLA FUSION INS. MET. MACHO 32 mm x 1,CFM321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2479.338843,2999.6524057499996,,3000.0,3000,SI,SI,NO,0.0,0.0,,,
153,154,Habilitado,SI,SI,NO,NO,,CUPLA REDUCCION FUSION 25 mm x 20 mm,CUR2520,',',0,0,0,unidad,0.21,CAVALLFER,0,0,140.4958678,170.20661625,,170.0,170,SI,SI,NO,0.0,0.0,,,
154,155,Habilitado,SI,SI,NO,NO,,CUPLA REDUCCION FUSION 32 mm x 20 mm,CUR3220,',',0,0,0,unidad,0.21,CAVALLFER,0,0,173.553719,214.32826799999998,,210.0,210,SI,SI,NO,0.0,0.0,,,
155,156,Habilitado,SI,SI,NO,NO,,CUPLA REDUCCION FUSION 32 mm x 25 mm,CUR3225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,214.8760331,258.79132124999995,,260.0,260,SI,SI,NO,0.0,0.0,,,
156,157,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION C/ CABEZAL BRONCE 20 mm,LLCB20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4867.768595,5888.088780749999,,5890.0,5890,SI,SI,NO,0.0,0.0,,,
157,158,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION C/ CABEZAL BRONCE 25 mm,LLCB25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,5016.528926,6069.193292249999,,6070.0,6070,SI,SI,NO,0.0,0.0,,,
158,159,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION C/ CABEZAL BRONCE 32 mm,LLCB32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,5090.909091,6164.0579880000005,,6160.0,6160,SI,SI,NO,0.0,0.0,,,
159,160,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION C/ CABEZAL PLASTICO 20 mm,LLCP20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,636.3636364,769.77054,,770.0,770,SI,SI,NO,0.0,0.0,,,
160,161,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION C/ CABEZAL PLASTICO 25 mm,LLCP25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,975.2066116,1180.4226390000001,,1180.0,1180,SI,SI,NO,0.0,0.0,,,
161,162,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION C/ CABEZAL PLASTICO 32 mm,LLCP32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1446.280992,1754.2377022499998,,1750.0,1750,SI,SI,NO,0.0,0.0,,,
162,163,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION CIERRE POLIAMIDA 20 mm,LLPO20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3636.363636,4397.92513875,,4400.0,4400,SI,SI,NO,0.0,0.0,,,
163,164,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION CIERRE POLIAMIDA 25 mm,LLPO25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3801.652893,4604.104692,,4600.0,4600,SI,SI,NO,0.0,0.0,,,
164,165,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO FUSION CIERRE POLIAMIDA 32 mm,LLPO32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3975.206612,4809.11629275,,4810.0,4810,SI,SI,NO,0.0,0.0,,,
165,166,Habilitado,SI,SI,NO,NO,,SOBREPASO FUSION 20 mm,SF20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,347.107438,422.85271050000006,,420.0,420,SI,SI,NO,0.0,0.0,,,
166,167,Habilitado,SI,SI,NO,NO,,SOBREPASO FUSION 25 mm,SF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,479.338843,581.891904,,580.0,580,SI,SI,NO,0.0,0.0,,,
167,168,Habilitado,SI,SI,NO,NO,,SOBREPASO FUSION 32 mm,SF32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,677.6859504,823.8736935,,820.0,820,SI,SI,NO,0.0,0.0,,,
168,169,Habilitado,SI,SI,NO,NO,,TAPA FUSION 20 mm,TF20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,74.38016529,88.476894,,90.0,90,SI,SI,NO,0.0,0.0,,,
169,170,Habilitado,SI,SI,NO,NO,,TAPA FUSION 25 mm,TF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,123.9669421,146.09288925,,150.0,150,SI,SI,NO,0.0,0.0,,,
170,171,Habilitado,SI,SI,NO,NO,,TAPA FUSION 32 mm,TF32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,173.553719,212.06423699999996,,210.0,210,SI,SI,NO,0.0,0.0,,,
171,172,Habilitado,SI,SI,NO,NO,,TEE FUSION 20 mm,TEF20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,132.231405,157.03570575,,160.0,160,SI,SI,NO,0.0,0.0,,,
172,173,Habilitado,SI,SI,NO,NO,,TEE FUSION 25 mm,TEF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,214.8760331,258.82725825,,260.0,260,SI,SI,NO,0.0,0.0,,,
173,174,Habilitado,SI,SI,NO,NO,,TEE FUSION 32 mm,TEF32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,347.107438,418.94456175,,420.0,420,SI,SI,NO,0.0,0.0,,,
174,175,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. HEMBRA 20 mm x 1/2,TH2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,917.3553719,1105.6826632500001,,1110.0,1110,SI,SI,NO,0.0,0.0,,,
175,176,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. HEMBRA 25 mm x 1/2,TH2512,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1008.264463,1223.6818027499999,,1220.0,1220,SI,SI,NO,0.0,0.0,,,
176,177,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. HEMBRA 25 mm x 3/4,TH2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1272.727273,1537.53759225,,1540.0,1540,SI,SI,NO,0.0,0.0,,,
177,178,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. HEMBRA 32 mm x  3/4,TH3234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1570.247934,1903.5828900000004,,1900.0,1900,SI,SI,NO,0.0,0.0,,,
178,179,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. HEMBRA 32 mm x 1,TH321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2049.586777,2478.57489,,2480.0,2480,SI,SI,NO,0.0,0.0,,,
179,180,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. MACHO 20 mm x 1/2,TM2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1041.322314,1256.393457,,1260.0,1260,SI,SI,NO,0.0,0.0,,,
180,181,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. MACHO 25 mm x 1/2,TM2512,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1363.636364,1649.69696925,,1650.0,1650,SI,SI,NO,0.0,0.0,,,
181,182,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. MACHO 25 mm x 3/4,TM2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1438.016529,1741.5339727499997,,1740.0,1740,SI,SI,NO,0.0,0.0,,,
182,183,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. MACHO 32 mm x  3/4,TM3234,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1719.008264,2080.3839457500003,,2080.0,2080,SI,SI,NO,0.0,0.0,,,
183,184,Habilitado,SI,SI,NO,NO,,TEE FUSION INS. MET. MACHO 32 mm x 1,TM321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2685.950413,3253.6102005,,3250.0,3250,SI,SI,NO,0.0,0.0,,,
184,185,Habilitado,SI,SI,NO,NO,,TEE REDUCCION FUSION 25 mm x 20 mm,TRF2520,',',0,0,0,unidad,0.21,CAVALLFER,0,0,239.6694215,287.244441,,290.0,290,SI,SI,NO,0.0,0.0,,,
185,186,Habilitado,SI,SI,NO,NO,,TEE REDUCCION FUSION 32 mm x 20 mm,TRF3220,',',0,0,0,unidad,0.21,CAVALLFER,0,0,429.7520661,516.62132775,,520.0,520,SI,SI,NO,0.0,0.0,,,
186,187,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - FUSION 20 mm,UDF20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,520.661157,633.5962627499999,,630.0,630,SI,SI,NO,0.0,0.0,,,
187,188,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - FUSION 25 mm,UDF25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,661.1570248,796.040487,,800.0,800,SI,SI,NO,0.0,0.0,,,
188,189,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - FUSION 32 mm,UDF32,',',0,0,0,unidad,0.21,CAVALLFER,0,0,991.7355372,1196.2169505,,1200.0,1200,SI,SI,NO,0.0,0.0,,,
189,190,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - INS. MET. HEMBRA 20 x 1/2,UH2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1206.61157,1455.33170475,,1460.0,1460,SI,SI,NO,0.0,0.0,,,
190,191,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - INS. MET. HEMBRA 25 x 3/4,UH2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1528.92562,1846.9371937499998,,1850.0,1850,SI,SI,NO,0.0,0.0,,,
191,192,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - INS. MET. HEMBRA 32 x 1,UH321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2570.247934,3114.95627025,,3110.0,3110,SI,SI,NO,0.0,0.0,,,
192,193,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - INS. MET. MACHO 20 x 1/2,UM2012,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1314.049587,1592.9524462499999,,1590.0,1590,SI,SI,NO,0.0,0.0,,,
193,194,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - INS. MET. MACHO 25 x 3/4,UM2534,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1735.53719,2097.99307575,,2100.0,2100,SI,SI,NO,0.0,0.0,,,
194,195,Habilitado,SI,SI,NO,NO,,UNION DOBLE FUSION - INS. MET. MACHO 32 x 1,UM321,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2900.826446,3505.205137499999,,3510.0,3510,SI,SI,NO,0.0,0.0,,,
195,196,Habilitado,SI,SI,NO,NO,,ESLABON CON TUERCA  3.5,ECT35,',',0,0,0,unidad,0.21,CAVALLFER,0,0,165.2892562,198.6058305,,200.0,200,SI,SI,NO,0.0,0.0,,,
196,197,Habilitado,SI,SI,NO,NO,,ESLABON CON TUERCA  5,ECT5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,264.4628099,323.037693,,320.0,320,SI,SI,NO,0.0,0.0,,,
197,198,Habilitado,SI,SI,NO,NO,,ESLABON CON TUERCA  7,ECT6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,347.107438,416.91412125,,420.0,420,SI,SI,NO,0.0,0.0,,,
198,199,Habilitado,SI,SI,NO,NO,,ESLABON CON TUERCA  9,ECT8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,710.7438017,857.4298672499999,,860.0,860,SI,SI,NO,0.0,0.0,,,
199,200,Habilitado,SI,SI,NO,NO,,GRILLETE        1/4,GRI14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,280.9917355,342.228051,,340.0,340,SI,SI,NO,0.0,0.0,,,
200,201,Habilitado,SI,SI,NO,NO,,GRILLETE       5/16,GRI516,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,454.028058,,450.0,450,SI,SI,NO,0.0,0.0,,,
201,202,Habilitado,SI,SI,NO,NO,,GRILLETE      3/8,GRI38,',',0,0,0,unidad,0.21,CAVALLFER,0,0,545.4545455,655.6795492499999,,660.0,660,SI,SI,NO,0.0,0.0,,,
202,203,Habilitado,SI,SI,NO,NO,,GRILLETE    1/2,GRI12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,851.2396694,1034.00631675,,1030.0,1030,SI,SI,NO,0.0,0.0,,,
203,204,Habilitado,SI,SI,NO,NO,,MOSQUETON TIPO PERA  5 x 50,MP550,',',0,0,0,unidad,0.21,CAVALLFER,0,0,363.6363636,437.9821874999999,,440.0,440,SI,SI,NO,0.0,0.0,,,
